DateTime, Transaction, LineID.From, LineID.To, Duration, Charge, HandsetID.From, HandsetModel.From
2005-01-01 11:38:28,call,13,11,1222,3788.2,13,nokia-1100
2005-01-01 11:53:31,sms,49,5,,50,49,motorola-c113
2005-01-01 12:09:18,call,72,59,440,1364.0,72,nokia-1100
2005-01-01 12:25:33,call,79,10,245,759.5,79,nokia-1100
2005-01-01 12:31:19,call,61,88,104,322.4,61,nokia-1100
2005-01-01 12:34:21,call,40,20,455,1410.5,40,nokia-1100
2005-01-01 12:41:37,call,67,48,487,1509.7,67,blackberry curve
2005-01-01 12:47:44,topup,7,,,-1000,7,motorola-c113
2005-01-01 12:47:46,balance inquiry,71,,,0,71,nokia-1100
2005-01-01 12:49:43,call,91,55,257,796.7,91,motorola-c113
2005-01-01 13:00:12,call,3,71,21,65.1,3,nokia-1100
2005-01-01 13:05:11,sms,82,64,,50,82,motorola-c113
2005-01-01 13:08:09,call,7,4,91,282.1,7,motorola-c113
2005-01-01 13:13:42,call,57,41,159,492.9,57,nokia-1100
2005-01-01 13:27:27,call,33,32,141,437.1,33,blackberry curve
2005-01-01 13:32:50,call,30,82,183,567.3,30,nokia-1100
2005-01-01 13:39:04,call,5,23,317,982.7,5,nokia-1200
2005-01-01 13:53:12,call,4,7,265,821.5,4,nokia-1100
2005-01-01 14:07:39,call,4,3,435,1348.5,4,nokia-1100
2005-01-01 14:22:19,call,91,33,531,1646.1,91,motorola-c113
2005-01-01 14:38:44,call,19,7,293,908.3,19,nokia-1200
2005-01-01 14:52:01,call,57,55,32,99.2,57,nokia-1100
2005-01-01 14:57:20,call,68,8,14,43.4,68,nokia-1200
2005-01-01 15:08:32,call,41,54,1386,4296.6,41,nokia-1200
2005-01-01 15:16:46,call,0,1,318,985.8,0,blackberry curve
2005-01-01 15:22:14,call,46,63,145,449.5,46,motorola-c113
2005-01-01 15:28:25,sms,32,33,,50,32,blackberry curve
2005-01-01 15:42:37,call,10,2,307,951.7,10,blackberry curve
2005-01-01 15:50:18,call,62,40,484,1500.4,62,motorola-c113
2005-01-01 16:01:20,call,3,30,213,660.3,3,nokia-1100
2005-01-01 16:03:53,call,75,57,469,1453.9,75,nokia-1200
2005-01-01 16:17:50,call,32,11,150,465.0,32,blackberry curve
2005-01-01 16:29:36,topup,80,,,-500,80,nokia-1200
2005-01-01 16:41:29,call,77,91,398,1233.8,77,motorola-c113
2005-01-01 16:42:04,call,81,22,219,678.9,81,nokia-1100
2005-01-01 16:42:45,call,95,54,293,908.3,95,motorola-c113
2005-01-01 16:52:03,call,83,72,400,1240.0,83,nokia-1100
2005-01-01 17:03:05,call,3,71,449,1391.9,3,nokia-1100
2005-01-01 17:04:26,call,76,27,849,2631.9,76,blackberry curve
2005-01-01 17:15:30,balance inquiry,45,,,0,45,nokia-1100
2005-01-01 17:25:31,balance inquiry,41,,,0,41,nokia-1200
2005-01-01 17:28:02,sms,23,4,,50,23,motorola-c113
2005-01-01 17:44:19,call,40,59,79,244.9,40,nokia-1100
2005-01-01 17:58:14,call,36,2,25,77.5,36,nokia-1100
2005-01-01 17:58:15,call,84,13,257,796.7,84,motorola-c113
2005-01-01 18:04:53,topup,56,,,-500,56,motorola-c113
2005-01-01 18:21:32,call,43,6,159,492.9,43,nokia-1200
2005-01-01 18:37:08,call,40,3,225,697.5,40,nokia-1100
2005-01-01 18:48:21,call,11,0,154,477.4,11,motorola-c113
2005-01-01 19:00:27,call,64,10,71,220.1,64,nokia-1200
2005-01-01 19:02:35,balance inquiry,88,,,0,88,nokia-1200
2005-01-01 19:04:40,call,65,21,36,111.6,65,nokia-1200
2005-01-01 19:14:46,call,74,10,882,2734.2,74,nokia-1200
2005-01-01 19:50:04,sms,5,46,,50,5,nokia-1200
2005-01-01 19:53:21,sms,52,1,,50,52,nokia-1200
2005-01-01 19:53:57,sms,55,26,,50,55,nokia-1100
2005-01-01 20:03:02,call,41,15,181,561.1,41,nokia-1200
2005-01-01 20:03:15,call,20,58,199,616.9,20,motorola-c113
2005-01-01 20:12:43,call,30,3,532,1649.2,30,nokia-1100
2005-01-01 20:19:40,balance inquiry,71,,,0,71,nokia-1100
2005-01-01 20:28:50,call,35,1,565,1751.5,35,nokia-1200
2005-01-01 20:41:57,call,70,29,233,722.3,70,motorola-c113
2005-01-01 20:52:19,call,41,10,342,1060.2,41,nokia-1200
2005-01-01 20:55:16,call,9,0,875,2712.5,9,motorola-c113
2005-01-01 21:08:09,call,24,23,431,1336.1,24,nokia-1200
2005-01-01 21:10:12,sms,15,1,,50,15,motorola-c113
2005-01-01 21:17:08,call,4,7,140,434.0,4,nokia-1100
2005-01-01 21:26:16,call,59,9,47,145.7,59,nokia-1200
2005-01-01 21:40:21,call,33,10,47,145.7,33,blackberry curve
2005-01-01 21:43:25,call,62,61,372,1153.2,62,motorola-c113
2005-01-01 21:52:40,call,46,19,303,939.3,46,motorola-c113
2005-01-01 21:58:14,call,58,10,281,871.1,58,motorola-c113
2005-01-01 21:59:38,call,82,64,403,1249.3,82,motorola-c113
2005-01-01 22:05:17,call,68,15,453,1404.3,68,nokia-1200
2005-01-01 22:21:51,call,6,1,183,567.3,6,nokia-1200
2005-01-01 22:35:53,call,49,5,549,1701.9,49,motorola-c113
2005-01-01 22:38:12,call,10,1,510,1581.0,10,blackberry curve
2005-01-01 22:47:49,balance inquiry,10,,,0,10,blackberry curve
2005-01-01 22:54:04,balance inquiry,32,,,0,32,blackberry curve
2005-01-01 23:00:04,call,91,55,160,496.0,91,motorola-c113
2005-01-01 23:06:19,call,72,93,178,551.8,72,nokia-1100
2005-01-01 23:09:48,call,19,7,140,434.0,19,nokia-1200
2005-01-01 23:14:25,call,67,36,422,1308.2,67,blackberry curve
2005-01-01 23:19:53,sms,65,20,,50,65,nokia-1200
2005-01-01 23:35:00,call,90,24,347,1075.7,90,nokia-1100
2005-01-01 23:48:32,call,7,6,172,533.2,7,motorola-c113
2005-01-02 00:00:52,call,46,63,1147,3555.7,46,motorola-c113
2005-01-02 00:25:54,call,72,59,602,1866.2,72,nokia-1100
2005-01-02 00:33:44,call,15,68,995,3084.5,15,motorola-c113
2005-01-02 00:35:32,balance inquiry,88,,,0,88,nokia-1200
2005-01-02 00:39:56,call,96,20,1542,4780.2,96,nokia-1100
2005-01-02 00:55:06,call,48,13,457,1416.7,48,nokia-1200
2005-01-02 01:00:49,call,59,9,610,1891.0,59,nokia-1200
2005-01-02 01:16:46,call,98,53,13,40.3,98,blackberry curve
2005-01-02 01:20:19,call,30,27,302,936.2,30,nokia-1100
2005-01-02 01:24:12,call,23,32,33,102.3,23,motorola-c113
2005-01-02 01:35:31,call,68,8,572,1773.2,68,nokia-1200
2005-01-02 01:37:57,call,41,54,443,1373.3,41,nokia-1200
2005-01-02 01:41:02,sms,84,13,,50,84,motorola-c113
2005-01-02 01:56:53,topup,40,,,-1000,40,nokia-1100
2005-01-02 02:04:01,call,35,14,299,926.9,35,nokia-1200
2005-01-02 02:18:42,call,76,58,59,182.9,76,blackberry curve
2005-01-02 02:19:40,call,48,69,13,40.3,48,nokia-1200
2005-01-02 02:35:42,call,1,4,200,620.0,1,motorola-c113
2005-01-02 02:43:11,call,33,32,309,957.9,33,blackberry curve
2005-01-02 02:49:12,call,72,93,202,626.2,72,nokia-1100
2005-01-02 03:03:25,call,68,15,18,55.8,68,nokia-1200
2005-01-02 03:13:03,call,30,5,497,1540.7,30,nokia-1100
2005-01-02 03:16:38,call,8,15,184,570.4,8,motorola-c113
2005-01-02 03:32:11,call,65,6,210,651.0,65,nokia-1200
2005-01-02 03:40:44,call,6,5,1188,3682.8,6,nokia-1200
2005-01-02 03:52:11,topup,97,,,-500,97,motorola-c113
2005-01-02 04:08:14,call,11,0,690,2139.0,11,motorola-c113
2005-01-02 04:14:59,call,59,9,485,1503.5,59,nokia-1200
2005-01-02 04:27:58,call,69,24,882,2734.2,69,motorola-c113
2005-01-02 04:28:07,call,67,40,1197,3710.7,67,blackberry curve
2005-01-02 04:28:26,call,52,11,83,257.3,52,nokia-1200
2005-01-02 04:33:00,call,59,36,225,697.5,59,nokia-1200
2005-01-02 04:41:38,topup,9,,,-2000,9,motorola-c113
2005-01-02 04:49:05,call,97,62,422,1308.2,97,motorola-c113
2005-01-02 04:55:15,sms,85,74,,50,85,nokia-1200
2005-01-02 05:06:40,call,70,29,245,759.5,70,motorola-c113
2005-01-02 05:13:57,call,31,12,392,1215.2,31,motorola-c113
2005-01-02 05:30:13,call,94,57,197,610.7,94,motorola-c113
2005-01-02 05:32:41,call,34,4,130,403.0,34,nokia-1100
2005-01-02 05:34:56,call,20,6,799,2476.9,20,motorola-c113
2005-01-02 05:43:24,topup,62,,,-500,62,motorola-c113
2005-01-02 05:44:18,call,91,43,1643,5093.3,91,motorola-c113
2005-01-02 05:51:15,call,24,34,383,1187.3,24,nokia-1200
2005-01-02 05:53:48,call,93,17,675,2092.5,93,nokia-1200
2005-01-02 06:06:51,call,44,38,549,1701.9,44,nokia-1200
2005-01-02 06:10:31,call,41,34,363,1125.3,41,nokia-1200
2005-01-02 06:31:37,call,96,31,507,1571.7,96,nokia-1100
2005-01-02 06:34:32,call,24,34,656,2033.6,24,nokia-1200
2005-01-02 06:36:07,call,80,26,386,1196.6,80,nokia-1200
2005-01-02 06:45:03,call,20,5,7,21.7,20,motorola-c113
2005-01-02 06:55:22,call,15,8,705,2185.5,15,motorola-c113
2005-01-02 07:04:09,topup,4,,,-500,4,nokia-1100
2005-01-02 07:20:13,balance inquiry,62,,,0,62,motorola-c113
2005-01-02 07:22:07,balance inquiry,8,,,0,8,motorola-c113
2005-01-02 07:34:38,call,6,11,317,982.7,6,nokia-1200
2005-01-02 07:50:17,call,84,46,815,2526.5,84,motorola-c113
2005-01-02 07:58:02,balance inquiry,75,,,0,75,nokia-1200
2005-01-02 08:02:20,call,82,30,192,595.2,82,motorola-c113
2005-01-02 08:09:31,balance inquiry,16,,,0,16,nokia-1100
2005-01-02 08:24:26,call,12,21,607,1881.7,12,motorola-c113
2005-01-02 08:41:02,call,87,0,6,18.6,87,blackberry curve
2005-01-02 08:44:54,call,29,8,555,1720.5,29,motorola-c113
2005-01-02 08:46:39,call,64,7,306,948.6,64,nokia-1200
2005-01-02 09:00:24,call,77,91,615,1906.5,77,motorola-c113
2005-01-02 09:08:38,topup,85,,,-500,85,nokia-1200
2005-01-02 09:22:08,topup,66,,,-2000,66,nokia-1100
2005-01-02 09:26:55,topup,1,,,-10000,1,motorola-c113
2005-01-02 09:41:25,topup,6,,,-2000,6,nokia-1200
2005-01-02 09:51:45,topup,46,,,-10000,46,motorola-c113
2005-01-02 09:56:20,call,97,54,202,626.2,97,motorola-c113
2005-01-02 10:07:41,call,55,91,172,533.2,55,nokia-1100
2005-01-02 10:25:17,call,55,22,179,554.9,55,nokia-1100
2005-01-02 10:33:11,call,69,48,123,381.3,69,motorola-c113
2005-01-02 10:45:10,call,93,17,1008,3124.8,93,nokia-1200
2005-01-02 10:51:45,call,38,2,584,1810.4,38,nokia-1100
2005-01-02 11:13:00,sms,10,1,,50,10,blackberry curve
2005-01-02 11:25:34,topup,8,,,-500,8,motorola-c113
2005-01-02 11:38:12,call,36,59,1003,3109.3,36,nokia-1100
2005-01-02 11:51:11,call,88,61,69,213.9,88,nokia-1200
2005-01-02 12:04:53,call,20,7,248,768.8,20,motorola-c113
2005-01-02 12:13:20,call,12,5,7,21.7,12,motorola-c113
2005-01-02 12:23:06,call,43,3,584,1810.4,43,nokia-1200
2005-01-02 12:36:45,call,0,16,366,1134.6,0,blackberry curve
2005-01-02 12:38:25,call,28,2,336,1041.6,28,motorola-c113
2005-01-02 12:38:39,call,36,7,519,1608.9,36,nokia-1100
2005-01-02 12:50:03,call,21,46,132,409.2,21,nokia-1200
2005-01-02 12:50:26,call,43,35,269,833.9,43,nokia-1200
2005-01-02 12:56:39,call,96,14,643,1993.3,96,nokia-1100
2005-01-02 13:11:54,call,41,54,400,1240.0,41,nokia-1200
2005-01-02 13:23:25,call,92,26,657,2036.7,92,blackberry curve
2005-01-02 13:42:20,call,8,1,363,1125.3,8,motorola-c113
2005-01-02 13:46:42,call,99,38,533,1652.3,99,nokia-1100
2005-01-02 13:59:26,sms,43,48,,50,43,nokia-1200
2005-01-02 14:09:01,call,7,53,53,164.3,7,motorola-c113
2005-01-02 14:16:56,call,11,4,237,734.7,11,motorola-c113
2005-01-02 14:30:33,topup,87,,,-1000,87,blackberry curve
2005-01-02 14:42:29,call,24,34,121,375.1,24,nokia-1200
2005-01-02 14:53:00,call,35,14,179,554.9,35,nokia-1200
2005-01-02 14:56:28,call,32,33,34,105.4,32,blackberry curve
2005-01-02 15:08:27,call,84,46,436,1351.6,84,motorola-c113
2005-01-02 15:17:05,call,14,75,233,722.3,14,nokia-1200
2005-01-02 15:17:40,topup,19,,,-5000,19,nokia-1200
2005-01-02 15:26:33,topup,20,,,-2000,20,motorola-c113
2005-01-02 15:26:54,call,51,26,238,737.8,51,motorola-c113
2005-01-02 15:38:37,call,48,43,17,52.7,48,nokia-1200
2005-01-02 15:39:53,call,54,15,747,2315.7,54,nokia-1100
2005-01-02 15:46:02,call,65,6,173,536.3,65,nokia-1200
2005-01-02 15:49:05,call,26,11,530,1643.0,26,motorola-c113
2005-01-02 16:13:35,call,77,24,152,471.2,77,motorola-c113
2005-01-02 16:21:03,call,41,4,856,2653.6,41,nokia-1200
2005-01-02 16:30:30,call,53,7,622,1928.2,53,motorola-c113
2005-01-02 16:43:10,call,17,40,1135,3518.5,17,nokia-1200
2005-01-02 16:44:15,sms,54,80,,50,54,nokia-1100
2005-01-02 16:47:23,call,31,48,207,641.7,31,motorola-c113
2005-01-02 16:57:06,call,9,62,29,89.9,9,motorola-c113
2005-01-02 17:10:47,call,14,1,33,102.3,14,nokia-1200
2005-01-02 17:20:09,call,42,41,214,663.4,42,nokia-1100
2005-01-02 17:31:36,call,20,8,966,2994.6,20,motorola-c113
2005-01-02 17:43:05,call,10,58,130,403.0,10,blackberry curve
2005-01-02 17:51:24,call,34,24,6,18.6,34,nokia-1100
2005-01-02 18:05:15,call,1,0,378,1171.8,1,motorola-c113
2005-01-02 18:14:12,call,77,40,1,3.1,77,motorola-c113
2005-01-02 18:28:11,call,5,23,1547,4795.7,5,nokia-1200
2005-01-02 18:41:20,call,45,32,297,920.7,45,nokia-1100
2005-01-02 18:55:56,call,48,33,739,2290.9,48,nokia-1200
2005-01-02 19:09:32,call,9,6,372,1153.2,9,motorola-c113
2005-01-02 19:25:25,topup,6,,,-500,6,nokia-1200
2005-01-02 19:35:59,call,4,26,20,62.0,4,nokia-1100
2005-01-02 19:44:04,topup,33,,,-1000,33,blackberry curve
2005-01-02 19:50:01,call,40,11,288,892.8,40,nokia-1100
2005-01-02 20:01:39,call,51,82,1188,3682.8,51,motorola-c113
2005-01-02 20:15:20,call,58,20,866,2684.6,58,motorola-c113
2005-01-02 20:25:12,call,46,21,503,1559.3,46,motorola-c113
2005-01-02 20:32:27,balance inquiry,86,,,0,86,motorola-c113
2005-01-02 20:37:13,call,83,13,5,15.5,83,nokia-1100
2005-01-02 20:50:34,topup,69,,,-500,69,motorola-c113
2005-01-02 21:12:54,call,11,63,659,2042.9,11,motorola-c113
2005-01-02 21:16:02,call,77,34,296,917.6,77,motorola-c113
2005-01-02 21:29:30,call,72,59,95,294.5,72,nokia-1100
2005-01-02 21:32:42,call,35,58,65,201.5,35,nokia-1200
2005-01-02 21:37:56,call,92,24,36,111.6,92,blackberry curve
2005-01-02 21:46:38,sms,82,34,,50,82,motorola-c113
2005-01-02 22:02:31,call,4,1,441,1367.1,4,nokia-1100
2005-01-02 22:19:16,call,23,5,171,530.1,23,motorola-c113
2005-01-02 22:23:33,call,73,50,1115,3456.5,73,blackberry curve
2005-01-02 22:29:09,call,73,50,46,142.6,73,blackberry curve
2005-01-02 22:49:13,call,67,48,122,378.2,67,blackberry curve
2005-01-02 22:53:03,call,83,13,712,2207.2,83,nokia-1100
2005-01-02 23:04:24,balance inquiry,82,,,0,82,motorola-c113
2005-01-02 23:15:49,sms,78,60,,50,78,nokia-1200
2005-01-02 23:26:10,topup,20,,,-10000,20,motorola-c113
2005-01-02 23:27:01,call,3,71,146,452.6,3,nokia-1100
2005-01-02 23:37:54,call,43,35,329,1019.9,43,nokia-1200
2005-01-02 23:43:24,balance inquiry,40,,,0,40,nokia-1100
2005-01-02 23:49:26,call,8,20,253,784.3,8,motorola-c113
2005-01-02 23:58:41,balance inquiry,1,,,0,1,motorola-c113
2005-01-03 00:07:59,call,8,5,1010,3131.0,8,motorola-c113
2005-01-03 00:15:11,call,49,5,306,948.6,49,motorola-c113
2005-01-03 00:19:26,call,88,40,96,297.6,88,nokia-1200
2005-01-03 00:29:09,sms,20,5,,50,20,motorola-c113
2005-01-03 00:38:09,call,91,77,955,2960.5,91,motorola-c113
2005-01-03 01:15:07,call,96,80,110,341.0,96,nokia-1100
2005-01-03 01:27:58,call,63,24,73,226.3,63,nokia-1100
2005-01-03 01:41:46,call,58,5,65,201.5,58,motorola-c113
2005-01-03 01:43:22,call,91,43,26,80.6,91,motorola-c113
2005-01-03 01:49:59,call,14,75,151,468.1,14,nokia-1200
2005-01-03 02:01:53,topup,63,,,-500,63,nokia-1100
2005-01-03 02:15:22,call,40,88,459,1422.9,40,nokia-1100
2005-01-03 02:26:13,call,48,33,30,93.0,48,nokia-1200
2005-01-03 02:32:45,balance inquiry,52,,,0,52,nokia-1200
2005-01-03 02:44:51,balance inquiry,28,,,0,28,motorola-c113
2005-01-03 02:46:51,topup,64,,,-500,64,nokia-1200
2005-01-03 02:50:59,call,73,31,105,325.5,73,blackberry curve
2005-01-03 02:58:34,call,86,6,1196,3707.6,86,motorola-c113
2005-01-03 03:07:49,call,55,48,395,1224.5,55,nokia-1100
2005-01-03 03:23:02,call,76,27,489,1515.9,76,blackberry curve
2005-01-03 03:38:46,call,72,59,308,954.8,72,nokia-1100
2005-01-03 03:55:15,call,1,4,308,954.8,1,motorola-c113
2005-01-03 04:14:51,call,74,31,755,2340.5,74,nokia-1200
2005-01-03 04:17:34,call,57,55,213,660.3,57,nokia-1100
2005-01-03 04:33:31,call,89,1,45,139.5,89,motorola-c113
2005-01-03 04:47:00,call,50,49,48,148.8,50,nokia-1100
2005-01-03 04:49:32,balance inquiry,40,,,0,40,nokia-1100
2005-01-03 04:51:25,topup,27,,,-2000,27,nokia-1100
2005-01-03 05:00:05,call,24,13,242,750.2,24,nokia-1200
2005-01-03 05:14:55,call,3,43,381,1181.1,3,nokia-1100
2005-01-03 05:29:27,sms,93,17,,50,93,nokia-1200
2005-01-03 05:34:14,call,33,14,134,415.4,33,blackberry curve
2005-01-03 05:34:34,topup,71,,,-500,71,nokia-1100
2005-01-03 05:46:41,call,21,12,872,2703.2,21,nokia-1200
2005-01-03 06:04:35,sms,67,41,,50,67,blackberry curve
2005-01-03 06:20:28,call,28,12,315,976.5,28,motorola-c113
2005-01-03 06:27:13,call,23,4,105,325.5,23,motorola-c113
2005-01-03 06:28:01,call,23,73,302,936.2,23,motorola-c113
2005-01-03 06:37:23,call,84,13,377,1168.7,84,motorola-c113
2005-01-03 06:46:41,call,31,90,176,545.6,31,motorola-c113
2005-01-03 06:48:39,call,68,8,916,2839.6,68,nokia-1200
2005-01-03 06:52:23,call,66,46,397,1230.7,66,nokia-1100
2005-01-03 06:54:21,call,35,48,1237,3834.7,35,nokia-1200
2005-01-03 07:05:32,call,87,46,176,545.6,87,blackberry curve
2005-01-03 07:14:57,call,24,10,611,1894.1,24,nokia-1200
2005-01-03 07:19:01,call,82,30,488,1512.8,82,motorola-c113
2005-01-03 07:28:12,call,84,59,233,722.3,84,motorola-c113
2005-01-03 07:36:36,balance inquiry,58,,,0,58,motorola-c113
2005-01-03 07:44:57,sms,48,31,,50,48,nokia-1200
2005-01-03 07:48:43,balance inquiry,43,,,0,43,nokia-1200
2005-01-03 07:55:29,call,14,96,755,2340.5,14,nokia-1200
2005-01-03 08:09:05,sms,36,59,,50,36,nokia-1100
2005-01-03 08:21:10,call,36,7,13,40.3,36,nokia-1100
2005-01-03 08:45:06,call,71,3,305,945.5,71,nokia-1100
2005-01-03 08:48:53,call,85,74,44,136.4,85,nokia-1200
2005-01-03 08:50:58,sms,78,60,,50,78,nokia-1200
2005-01-03 09:01:39,call,24,77,78,241.8,24,nokia-1200
2005-01-03 09:16:38,balance inquiry,20,,,0,20,motorola-c113
2005-01-03 09:33:11,call,28,24,291,902.1,28,motorola-c113
2005-01-03 09:42:22,call,61,88,245,759.5,61,nokia-1100
2005-01-03 09:47:29,sms,88,61,,50,88,nokia-1200
2005-01-03 09:58:11,topup,81,,,-1000,81,nokia-1100
2005-01-03 09:59:22,call,11,4,9,27.9,11,motorola-c113
2005-01-03 10:02:00,call,51,26,176,545.6,51,motorola-c113
2005-01-03 10:16:18,call,88,48,460,1426.0,88,nokia-1200
2005-01-03 10:24:44,call,9,0,180,558.0,9,motorola-c113
2005-01-03 10:24:48,call,22,55,56,173.6,22,nokia-1100
2005-01-03 10:38:35,call,1,7,34,105.4,1,motorola-c113
2005-01-03 10:49:51,call,65,6,1189,3685.9,65,nokia-1200
2005-01-03 11:00:17,call,35,48,128,396.8,35,nokia-1200
2005-01-03 11:13:24,call,71,47,454,1407.4,71,nokia-1100
2005-01-03 11:24:30,topup,82,,,-10000,82,motorola-c113
2005-01-03 11:40:11,call,87,46,570,1767.0,87,blackberry curve
2005-01-03 11:42:07,call,34,67,118,365.8,34,nokia-1100
2005-01-03 11:52:47,call,11,0,809,2507.9,11,motorola-c113
2005-01-03 11:56:57,call,40,33,892,2765.2,40,nokia-1100
2005-01-03 12:13:32,call,41,6,424,1314.4,41,nokia-1200
2005-01-03 12:29:59,call,37,20,295,914.5,37,motorola-c113
2005-01-03 12:37:50,topup,24,,,-500,24,nokia-1200
2005-01-03 12:45:20,topup,24,,,-500,24,nokia-1200
2005-01-03 12:50:42,balance inquiry,58,,,0,58,motorola-c113
2005-01-03 13:13:37,call,1,15,32,99.2,1,motorola-c113
2005-01-03 13:17:38,call,32,5,248,768.8,32,blackberry curve
2005-01-03 13:37:55,call,30,27,410,1271.0,30,nokia-1100
2005-01-03 13:47:07,call,33,10,29,89.9,33,blackberry curve
2005-01-03 13:49:38,topup,30,,,-1000,30,nokia-1100
2005-01-03 14:02:34,call,27,12,157,486.7,27,nokia-1100
2005-01-03 14:08:40,call,38,1,657,2036.7,38,nokia-1100
2005-01-03 14:10:02,call,20,8,704,2182.4,20,motorola-c113
2005-01-03 14:16:18,call,6,29,203,629.3,6,nokia-1200
2005-01-03 14:20:31,call,47,25,303,939.3,47,motorola-c113
2005-01-03 14:42:31,call,15,48,47,145.7,15,motorola-c113
2005-01-03 14:50:14,topup,31,,,-500,31,motorola-c113
2005-01-03 15:07:41,call,79,8,758,2349.8,79,nokia-1100
2005-01-03 15:11:26,call,32,11,473,1466.3,32,blackberry curve
2005-01-03 15:19:59,call,83,13,95,294.5,83,nokia-1100
2005-01-03 15:22:59,call,1,52,305,945.5,1,motorola-c113
2005-01-03 15:25:57,call,12,5,297,920.7,12,motorola-c113
2005-01-03 16:11:09,topup,54,,,-500,54,nokia-1100
